100	1.2.5	ALQUILERES	100		1.2.5	1.1	1.1.3.9	2	2023-04-01		2022
101	1.2.5.01	LOCACIÓN DE BIENES MUNICIPALES	101		1.2.5.01	1.1	1.1.3.9	3	2023-04-01		2022
102	1.2.6	MULTAS	102		1.2.6	1.1	1.1.3.9	2	2023-04-01		2022
103	1.2.6.01	MULTAS POR CONTRAVENCIONES	103		1.2.6.01	1.1	1.1.3.9	3	2023-04-01		2022
104	1.2.6.02	INFRACCIÓN A LAS OBLIGACIONES FISCALES	104		1.2.6.02	1.1	1.1.3.9	3	2023-04-01		2022
105	1.2.6.03	OTRAS MULTAS RECARGOS E INTERESES	105		1.2.6.03	1.1	1.1.3.9	3	2023-04-01		2022
106	1.2.6.04	OTRAS MULTAS Y RECARGOS 90/94	106		1.2.6.04	1.1	1.1.3.9	3	2023-04-01		2022
107	1.2.6.05	FOTOMULTA ORD. 6007/13	107		1.2.6.05	1.1	1.1.3.9	3	2023-04-01		2022
108	1.2.9	OTROS	108		1.2.9	1.1	1.1.3.9	2	2023-04-01		2022
109	1.2.9.01	FONDOS SUBS TRAT QUIRÚRG PARA PERSONAS CON RECURSOS INSUFICIENTE	109		1.2.9.01	1.2	1.1.3.9	3	2023-04-01		2022
110	1.2.9.02	INGRESOS VARIOS	110		1.2.9.02	1.1	1.1.3.9	3	2023-04-01		2022
111	1.2.9.03	FONDO MPAL. PARA LA VIVIENDA ORD. 3406 (AFECTADO)	111		1.2.9.03	1.2	1.1.3.9	3	2023-04-01		2022
112	1.2.9.04	OTROS INGRESOS A DISTRIBUIR	112		1.2.9.04	1.1	1.1.3.9	3	2023-04-01		2022
113	1.3	CONTRIBUCIONES A LA SEGURIDAD SOCIAL	113		1.3			2	2023-04-01		2022
114	1.3.2	APORTE Y CONTRIBUCIONES A LA OBRA SOCIAL	114		1.3.2			2	2023-04-01		2022
115	1.3.2.01	APORTES PERSONALES	115		1.3.2.01	1.1	1.1.2	3	2023-04-01		2022
116	1.3.2.02	CONTRIBUCIONES PATRONALES	116		1.3.2.02	1.1	1.1.2	3	2023-04-01		2022
117	1.4	VENTA DE BIENES Y SERVICIOS	117		1.4			2	2023-04-01		2022
118	1.4.1	VENTA DE BIENES	118		1.4.1	1.1	1.1.4	2	2023-04-01		2022
119	1.4.2	VENTA DE SERVICIOS	119		1.4.2	1.1	1.1.4	2	2023-04-01		2022
120	1.4.2.01	INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIO	120		1.4.2.01	3.1	1.1.4	3	2023-04-01		2022
121	1.4.2.02	GESTIÓN DE SALUD HOSPITAL MORÓN	121		1.4.2.02	2.1	1.1.4	3	2023-04-01		2022
122	1.4.2.03	SERVICIOS COLONIA DE VACACIONES	122		1.4.2.03	2.1	1.1.4	3	2023-04-01		2022
123	1.5	INGRESOS DE OPERACIÓN	123		1.5			2	2023-04-01		2022
124	1.5.1	VENTA BRUTA DE BIENES	124		1.5.1	1.1	1.1.5.1	2	2023-04-01		2022
125	1.5.2	VENTA BRUTA DE SERVICIOS	125		1.5.2	1.1	1.1.5.1	2	2023-04-01		2022
126	1.5.3	INGRESOS DE INSTITUCIONES FINANCIERAS	126		1.5.3	1.1	1.1.5.2	2	2023-04-01		2022
127	1.5.9	OTROS INGRESOS DE OPERACIÓN	127		1.5.9	1.1	1.1.5.3	2	2023-04-01		2022
128	1.6	RENTAS DE LA PROPIEDAD	128		1.6			2	2023-04-01		2022
129	1.6.1	INTERESES POR PRÉSTAMOS	129		1.6.1			2	2023-04-01		2022
130	1.6.1.01	INTERESES POR PRÉSTAMOS INTERNOS	130		1.6.1.01	1.1	1.1.6.1.1.1	3	2023-04-01		2022
131	1.6.1.02	INTERESES POR PRÉSTAMOS EXTERNOS	131		1.6.1.02	1.1	1.1.6.1.2.1	3	2023-04-01		2022
132	1.6.2	INTERESES POR DEPÓSITOS	132		1.6.2			2	2023-04-01		2022
133	1.6.2.01	INTERESES POR DEPÓSITOS INTERNOS	133		1.6.2.01	1.1	1.1.6.1.1.2	3	2023-04-01		2022
134	1.6.2.02	INTERESES POR DEPÓSITOS EXTERNOS	134		1.6.2.02	1.1	1.1.6.1.2.2	3	2023-04-01		2022
135	1.6.3	INTERESES POR TÍTULOS Y VALORES	135		1.6.3			2	2023-04-01		2022
136	1.6.3.01	INTERESES POR TÍTULOS Y VALORES INTERNOS	136		1.6.3.01	1.1	1.1.6.1.1.3	3	2023-04-01		2022
137	1.6.3.02	INTERESES POR TÍTULOS Y VALORES EXTERNOS	137		1.6.3.02	1.1	1.1.6.1.2.3	3	2023-04-01		2022
138	1.6.4	BENEFICIOS POR INVERSIONES EMPRESARIALES	138		1.6.4	1.1	1.1.6.2	2	2023-04-01		2022
139	1.6.5	ARRENDAMIENTO DE TIERRAS Y TERRENOS	139		1.6.5	1.1	1.1.6.3	2	2023-04-01		2022
140	1.6.5.01	CANON ACUEDUCTO DE SUMINISTRO DE CENTRAL TERMOELÉCTRICA MANUEL B	140		1.6.5.01	1.1	1.1.6.3	3	2023-04-01		2022
141	1.6.6	DERECHOS SOBRE BIENES INTANGIBLES	141		1.6.6	1.1	1.1.6.4	2	2023-04-01		2022
142	1.7	TRANSFERENCIAS CORRIENTES	142		1.7			2	2023-04-01		2022
143	1.7.1	DEL SECTOR PRIVADO	143		1.7.1			2	2023-04-01		2022
144	1.7.1.01	DE UNIDADES FAMILIARES	144		1.7.1.01	4.1	1.1.7.1.1	3	2023-04-01		2022
145	1.7.1.01.01	FUNCIONAMIENTO HOGAR DE ANCIANOS (AFECTADO)	145		1.7.1.01.01	4.2	1.1.7.1.1	4	2023-04-01		2022
146	1.7.1.02	DE INSTITUCIONES PRIVADAS SIN FINES DE LUCRO	146		1.7.1.02	4.1	1.1.7.1.2	3	2023-04-01		2022
147	1.7.1.03	DE EMPRESAS PRIVADAS	147		1.7.1.03	4.1	1.1.7.1.3	3	2023-04-01		2022
148	1.7.1.03.01	APORTE ESSO PLAZA EDUARDO COSTA (AFECTADO)	148		1.7.1.03.01	4.2	1.1.7.1.3	4	2023-04-01		2022
149	1.7.1.03.02	APORTE SIDERCA CAPS BARRIO LAS CAMPANAS	149		1.7.1.03.02	4.2	1.1.7.1.3	4	2023-04-01		2022
150	1.7.1.03.03	CONSTRUCCIÓN DE NICHOS (AFECTADO)	150		1.7.1.03.03	4.2	1.1.7.1.3	4	2023-04-01		2022
151	1.7.1.03.04	CONSTRUCCIÓN DE COLUMBARIOS (AFECTADO)	151		1.7.1.03.04	4.2	1.1.7.1.3	4	2023-04-01		2022
152	1.7.1.03.05	FIESTAS Y EVENTOS (AFECTADO)	152		1.7.1.03.05	4.2	1.1.7.1.3	4	2023-04-01		2022
153	1.7.1.03.06	APORTE SIDERCA AYUDAS COMUNITARIAS PLAN 2007/2008 BIBLIOTECAS BA	153		1.7.1.03.06	4.2	1.1.7.1.3	4	2023-04-01		2022
154	1.7.1.03.07	PROGRAMA DE CULTURA ITINERANTE (AFECTADO)	154		1.7.1.03.07	4.2	1.1.7.1.3	4	2023-04-01		2022
155	1.7.1.03.08	EVENTOS CULTURALES (AFECTADO)	155		1.7.1.03.08	4.2	1.1.7.1.3	4	2023-04-01		2022
156	1.7.1.03.09	APORTES PROVENIENTES DE EMPRESAS (AFECTADO)	156		1.7.1.03.09	4.2	1.1.7.1.3	4	2023-04-01		2022
157	1.7.1.03.10	EVENTOS ESPECIALES (AFECTADO)	157		1.7.1.03.10	4.2	1.1.7.1.3	4	2023-04-01		2022
158	1.7.1.03.11	APORTE DE EMPRESAS FUNCIONAMIENTO HOGAR DE ANCIANOS (AFECTADO)	158		1.7.1.03.11	4.2	1.1.7.1.3	4	2023-04-01		2022
159	1.7.1.03.12	APORTE DE EMPRESAS MÁS VIDA JUNTO A LA COMUNIDAD (AFECTADO)	159		1.7.1.03.12	4.2	1.1.7.1.3	4	2023-04-01		2022
160	1.7.1.03.13	ACTIVIDADES RECREATIVAS Y EVENTOS (AFECTADO)	160		1.7.1.03.13	4.2	1.1.7.1.3	4	2023-04-01		2022
161	1.7.1.03.14	APORTE DE EMPRESAS PARA EL FESTEJO 130º ANIVERSARIO DE CAMPANA	161		1.7.1.03.14	4.2	1.1.7.1.3	4	2023-04-01		2022
162	1.7.1.03.15	SEPARACIÓN DE RESIDUOS SÓLIDOS URBANOS (AFECTADO)	162		1.7.1.03.15	4.2	1.1.7.1.3	4	2023-04-01		2022
163	1.7.1.03.16	DONACIÓN FUNDACIÓN HNOS. A. Y E. ROCCA MEJORAS EN Bº SIDERCA	163		1.7.1.03.16	4.2	1.1.7.1.3	4	2023-04-01		2022
164	1.7.1.03.17	APORTE TENARIS ADOLESCENCIA ACTIVA (AFECTADO)	164		1.7.1.03.17	4.2	1.1.7.1.3	4	2023-04-01		2022
165	1.7.1.03.18	APORTE TENARIS - ADQUISICIÓN INSTRUMENTOS MUSICALES (AFECTADO)	165		1.7.1.03.18	4.2	1.1.7.1.3	4	2023-04-01		2022
166	1.7.1.03.19	APORTE DE TERCEROS EMERGENCIA COVID-19 (AFECTADO)	166		1.7.1.03.19	4.2	1.1.7.1.3	4	2023-04-01		2022
167	1.7.2	DE ADMINISTRACIÓN NACIONAL	167		1.7.2			2	2023-04-01		2022
168	1.7.2.01	DE ADMINISTRACIÓN CENTRAL NACIONAL	168		1.7.2.01	3.2	1.1.7.2.1.1	3	2023-04-01		2022
169	1.7.2.01.01	COMPENSACIÓN TESORO NACIONAL	169		1.7.2.01.01	3.1	1.1.7.2.1.1	4	2023-04-01		2022
170	1.7.2.01.02	SERVICIO DE TRANSPORTE PARA PACIENTES (AFECTADO)	170		1.7.2.01.02	3.2	1.1.7.2.1.1	4	2023-04-01		2022
171	1.7.2.01.03	ADELANTO DEL TESORO NACIONAL	171		1.7.2.01.03	3.1	1.1.7.2.1.1	4	2023-04-01		2022
172	1.7.2.01.04	PROYECTO MANOS A LA OBRA (AFECTADO)	172		1.7.2.01.04	3.2	1.1.7.2.1.1	4	2023-04-01		2022
173	1.7.2.01.05	PROMOCIÓN DERECHOS ADULTOS MAYORES (AFECTADO)	173		1.7.2.01.05	3.2	1.1.7.2.1.1	4	2023-04-01		2022
174	1.7.2.01.06	PROGRAMA NACIONAL DE RECURSOS HUMANOS PARA LA ATENCIÓN PRIMARIA 	174		1.7.2.01.06	3.2	1.1.7.2.1.1	4	2023-04-01		2022
175	1.7.2.01.07	PROGRAMA MÉDICOS COMUNITARIOS  (AFECTADO)	175		1.7.2.01.07	3.2	1.1.7.2.1.1	4	2023-04-01		2022
176	1.7.2.01.08	PRO.SAN.E (AFECTADO)	176		1.7.2.01.08	3.2	1.1.7.2.1.1	4	2023-04-01		2022
177	1.7.2.01.09	FIESTAS DE INTERÉS MUNICIPAL (AFECTADO)	177		1.7.2.01.09	3.2	1.1.7.2.1.1	4	2023-04-01		2022
178	1.7.2.01.10	APORTE SE.DRO.NAR-MUNICIPIOS EN ACCIÓN	178		1.7.2.01.10	3.2	1.1.7.2.1.1	4	2023-04-01		2022
179	1.7.2.01.11	FDO. NACIONAL INTEGRACIÓN PERSONAS CON DISCAPACIDAD (AFECTADO)	179		1.7.2.01.11	3.2	1.1.7.2.1.1	4	2023-04-01		2022
180	1.7.2.01.12	FDO. CABLEADO ELÉCTRICO Y EQUIPAMIENTO INFORMÁTICO BIBLIOTECA MU	180		1.7.2.01.12	3.2	1.1.7.2.1.1	4	2023-04-01		2022
181	1.7.2.01.13	PROGRAMA DE PROYECTOS LOCALES DE DDHH (AFECTADO)	181		1.7.2.01.13	3.2	1.1.7.2.1.1	4	2023-04-01		2022
182	1.7.2.01.14	APORTE MINISTERIO DESARROLLO SOCIAL COVID-19 (AFECTADO)	182		1.7.2.01.14	3.2	1.1.7.2.1.1	4	2023-04-01		2022
183	1.7.2.01.15	PROGRAMA POTENCIAR TRABAJO (AFECTADO)	183		1.7.2.01.15	3.2	1.1.7.2.1.1	4	2023-04-01		2022
184	1.7.2.01.16	PROG. ASISTENCIA SITUACIONES DE EMERGENCIAS CLIMÁTICAS Y CATÁSRO	184		1.7.2.01.16	3.2	1.1.7.2.1.1	4	2023-04-01		2022
185	1.7.2.01.17	PROG. NACIONAL DE SALUD COMUNITARIA (AFECTADO)	185		1.7.2.01.17	3.2	1.1.7.2.1.1	4	2023-04-01		2022
186	1.7.2.02	DE INSTITUCIONES DESCENTRALIZADAS NACIONALES	186		1.7.2.02	3.1	1.1.7.2.1.2	3	2023-04-01		2022
187	1.7.2.02.01	PROY. ENCUENTRO ZONAL CUIDADORES DOMICILIARIOS (AFECTADO)	187		1.7.2.02.01	3.2	1.1.7.2.1.2	4	2023-04-01		2022
188	1.7.2.03	DE SEGURIDAD SOCIAL NACIONAL	188		1.7.2.03	3.1	1.1.7.2.1.3	3	2023-04-01		2022
189	1.7.2.03.01	OFICINA DE EMPLEO (AFECTADO)	189		1.7.2.03.01	3.2	1.1.7.2.1.3	4	2023-04-01		2022
190	1.7.2.03.02	INSSJP-JORNADAS RECREATIVAS DE VERANO PARA ADULTOS MAYORES	190		1.7.2.03.02	3.2	1.1.7.2.1.3	4	2023-04-01		2022
191	1.7.2.04	DE OTRAS INSTITUCIONES PÚBLICAS NACIONALES	191		1.7.2.04	3.1	1.1.7.2.1.4	3	2023-04-01		2022
192	1.7.3	DE INSTITUCIONES FINANCIERAS NACIONALES	192		1.7.3			2	2023-04-01		2022
